text,is_skill
"Conocimientos en agricultura sostenible",0
"Implementación de sistemas de inteligencia artificial explicable",1
"Habilidades en diseño de experiencias de usuario",0
"Programación en lenguaje PureScript",1
"Experiencia en gestión de patrimonio cultural",0
"Desarrollo de aplicaciones con Moleculer",1
"Capacidad para colaborar efectivamente",0
"Implementación de sistemas de seguridad de la información",1
"Conocimientos en ciencias sociales",0
"Programación en lenguaje ReScript",1
"Habilidades en pensamiento creativo",0
"Desarrollo de aplicaciones con UmiJS",1
"Experiencia en gestión de proyectos de construcción",0
"Implementación de sistemas de análisis de voz",1
"Capacidad para tomar decisiones bajo presión",0
"Programación en lenguaje Wren",1
"Conocimientos en economía digital",0
"Desarrollo de aplicaciones con FeathersJS",1
"Habilidades en gestión de proyectos ágiles",0
"Implementación de sistemas de energía renovable",1
"Experiencia en gestión de proyectos internacionales",0
"Programación en lenguaje ATS",1
"Capacidad para pensar de forma innovadora",0
"Desarrollo de aplicaciones con LoopBack",1
"Conocimientos en derecho internacional",0
"Implementación de sistemas de análisis de big data",1
"Habilidades en comunicación interpersonal",0
"Programación en lenguaje Vala",1
"Experiencia en gestión de recursos naturales",0
"Desarrollo de aplicaciones con Lumen",1
"Capacidad para gestionar el tiempo eficazmente",0
"Implementación de sistemas de computación distribuida",1
"Conocimientos en filosofía",0
"Programación en lenguaje GDScript",1
"Habilidades en coaching y desarrollo",0
"Desarrollo de aplicaciones con Restify",1
"Experiencia en gestión de cambio organizacional",0
"Implementación de sistemas de reconocimiento óptico de caracteres",1
"Capacidad para inspirar a otros",0
"Programación en lenguaje Crystal",1
"Conocimientos en psicología social",0
"Desarrollo de aplicaciones con Rocket",1
"Habilidades en pensamiento sistémico",0
"Implementación de sistemas de análisis de riesgos",1
"Experiencia en gestión de proyectos de TI",0
"Programación en lenguaje Zig",1
"Capacidad para trabajar en entornos virtuales",0
"Desarrollo de aplicaciones con Perfect",1
"Conocimientos en historia del arte",0
"Implementación de sistemas de aprendizaje automático",1
"Habilidades en gestión de innovación",0
"Programación en lenguaje Elixir",1
"Experiencia en gestión de proyectos de ingeniería",0
"Desarrollo de aplicaciones con Fiber",1
"Capacidad para resolver problemas técnicos",0
"Implementación de sistemas de análisis de datos genómicos",1
"Conocimientos en educación inclusiva",0
"Programación en lenguaje Haskell",1
"Habilidades en gestión de equipos remotos",0
"Desarrollo de aplicaciones con Falcon",1
"Experiencia en gestión de operaciones",0
"Implementación de sistemas de inteligencia empresarial",1
"Capacidad para negociar efectivamente",0
"Programación en lenguaje Clojure",1
"Habilidades en manejo de conflictos",0
"Desarrollo de aplicaciones con SolidJS",1
"Capacidad para gestionar proyectos complejos",0
"Programación en lenguaje Elm",1
"Habilidades en gestión del tiempo",0
"Desarrollo de aplicaciones con Quasar",1
"Capacidad para aprender de manera autónoma",0
"Programación en lenguaje Karel",1
"Habilidades en negociación y venta",0
"Desarrollo de aplicaciones con Capacitor",1
"Capacidad para diseñar estrategias de negocio",0
"Programación en lenguaje Forth",1
"Capacidad para trabajar en ambientes colaborativos",0
"Desarrollo de aplicaciones con Sapper",1
"Habilidades en pensamiento analítico",0
"Programación en lenguaje Awk",1
"Experiencia en gestión de recursos humanos",0
"Desarrollo de aplicaciones con Glimmer.js",1
"Capacidad para innovar en procesos",0
"Programación en lenguaje Bison",1
"Habilidades en mediación",0
"Desarrollo de aplicaciones con StimulusJS",1
"Capacidad para tomar decisiones estratégicas",0
"Programación en lenguaje OCaml",1
"Conocimientos en responsabilidad social empresarial",0
"Desarrollo de aplicaciones con Mithril.js",1
"Habilidades en análisis de datos",0
"Programación en lenguaje Tcl",1
"Capacidad para liderar iniciativas",0
"Desarrollo de aplicaciones con Alpine.js",1
"Experiencia en gestión de riesgos",0
"Programación en lenguaje Verilog",1
"Habilidades en creatividad e innovación",0
"Desarrollo de aplicaciones con Riot.js",1
"Capacidad para trabajar en entornos virtuales",0
"Programación en lenguaje VHDL",1
"Habilidades en planificación estratégica",0
"Desarrollo de aplicaciones con StencilJS",1
"Conocimientos en ética profesional",0
"Programación en lenguaje Hoon",1
"Capacidad para resolver problemas técnicos",0
"Desarrollo de aplicaciones con LitElement",1
"Experiencia en gestión financiera",0
"Programación en lenguaje MoonScript",1
"Habilidades en trabajo multidisciplinario",0
"Desarrollo de aplicaciones con Dojo Toolkit",1
"Capacidad para adaptarse a nuevas tecnologías",0
"Programación en lenguaje Idris",1
"Conocimientos en economía colaborativa",0
"Desarrollo de aplicaciones con Preact",1
"Habilidades en organización y planificación",0
"Programación en lenguaje Euphoria",1
"Capacidad para trabajar en entornos ágiles",0
"Desarrollo de aplicaciones con Aurelia",1
"Experiencia en gestión de calidad",0
"Programación en lenguaje Modula-3",1
"Habilidades en análisis crítico",0
"Desarrollo de aplicaciones con Marionette.js",1
"Capacidad para trabajar bajo presión",0
"Programación en lenguaje Nim",1
"Conocimientos en sostenibilidad",0
"Desarrollo de aplicaciones con Chaplin.js",1
"Habilidades en comunicación interpersonal",0
"Programación en lenguaje Mercury",1
"Capacidad para gestionar el cambio",0
"Desarrollo de aplicaciones con DerbyJS",1
"Experiencia en gestión de proyectos internacionales",0
"Programación en lenguaje PicoLisp",1
"Habilidades en gestión del conocimiento",0
"Desarrollo de aplicaciones con Feathers",1
"Capacidad para trabajar en equipo",0
"Programación en lenguaje Rebol",1
"Conocimientos en comercio electrónico",0
"Desarrollo de aplicaciones con FlightJS",1
"Habilidades en toma de decisiones",0
"Programación en lenguaje Wren",1
"Experiencia en desarrollo organizacional",0
"Desarrollo de aplicaciones con GatsbyJS",1
"Capacidad para manejar conflictos",0
"Programación en lenguaje ATS",1
"Conocimientos en políticas públicas",0
"Desarrollo de aplicaciones con Sails",1
"Habilidades en liderazgo y motivación",0
"Programación en lenguaje Joy",1
"Capacidad para gestionar proyectos remotos",0
"Desarrollo de aplicaciones con Next.js",1
"Experiencia en gestión de la cadena de suministro",0
"Programación en lenguaje Forth",1
"Habilidades en análisis financiero",0
"Desarrollo de aplicaciones con Nuxt.js",1
"Conocimientos en inteligencia emocional",0
"Programación en lenguaje Pike",1
"Capacidad para negociar acuerdos",0
"Desarrollo de aplicaciones con VuePress",1
"Habilidades en gestión de la diversidad",0
"Programación en lenguaje Janus",1
"Experiencia en gestión de ventas",0
"Desarrollo de aplicaciones con Gridsome",1
"Capacidad para planificar estratégicamente",0
"Programación en lenguaje XQuery",1
"Conocimientos en antropología cultural",0
"Desarrollo de aplicaciones con Elder.js",1
"Habilidades en mentoring",0
"Programación en lenguaje Simula",1
"Capacidad para manejar información confidencial",0
"Desarrollo de aplicaciones con RedwoodJS",1
"Experiencia en desarrollo sostenible",0
"Programación en lenguaje Chapel",1
"Habilidades en facilitación de talleres",0
"Desarrollo de aplicaciones con Marko",1
"Conocimientos en gestión de proyectos educativos",0
"Programación en lenguaje Kite",1
"Capacidad para innovar",0
"Desarrollo de aplicaciones con Preact CLI",1
"Experiencia en análisis de mercado",0
"Programación en lenguaje Haxe",1
"Habilidades en gestión de talento",0
"Desarrollo de aplicaciones con Sapper",1
"Capacidad para trabajar en entornos multiculturales",0
"Programación en lenguaje Io",1
"Conocimientos en economía digital",0
"Desarrollo de aplicaciones con Ractive.js",1
"Habilidades en negociación internacional",0
"Programación en lenguaje Agda",1
"Experiencia en gestión de riesgos financieros",0
"Desarrollo de aplicaciones con Stimulus",1
"Capacidad para manejar múltiples tareas",0
"Programación en lenguaje Crystal",1
"Conocimientos en filosofía empresarial",0
"Desarrollo de aplicaciones con Inferno",1
"Habilidades en análisis de datos",0
"Programación en lenguaje Oz",1
"Capacidad para adaptarse a cambios",0
"Desarrollo de aplicaciones con Ember CLI",1
"Experiencia en investigación de mercados",0
"Programación en lenguaje Factor",1
"Habilidades en planificación financiera",0
"Desarrollo de aplicaciones con Exponent",1
"Conocimientos en derecho comercial",0
"Programación en lenguaje Dylan",1
"Capacidad para liderar equipos virtuales",0
"Desarrollo de aplicaciones con Tauri",1
"Habilidades en gestión de proyectos sociales",0
"Programación en lenguaje Newspeak",1
"Experiencia en gestión de operaciones",0
"Desarrollo de aplicaciones con Vite",1
"Capacidad para resolver problemas complejos",0
"Programación en lenguaje Red",1
"Conocimientos en sociología empresarial",0
"Desarrollo de aplicaciones con Scully",1
"Habilidades en comunicación escrita",0
"Programación en lenguaje Ballerina",1
"Experiencia en gestión de recursos",0
"Desarrollo de aplicaciones con Stencil",1
"Capacidad para trabajar en entornos cambiantes",0
"Programación en lenguaje Zig",1
"Habilidades en gestión del estrés",0
"Desarrollo de aplicaciones con Dojo",1
"Conocimientos en marketing estratégico",0
"Programación en lenguaje Seed7",1
"Capacidad para aprender rápidamente",0
"Desarrollo de aplicaciones con Wails",1
"Experiencia en análisis de datos",0
"Programación en lenguaje Xanadu",1
"Habilidades en gestión de relaciones",0
"Desarrollo de aplicaciones con Quarkus",1
"Capacidad para pensar críticamente",0
"Programación en lenguaje M",1
"Conocimientos en economía política",0
"Desarrollo de aplicaciones con Micronaut",1
"Habilidades en diseño de experiencias",0
"Programación en lenguaje Orc",1
"Experiencia en gestión de contratos",0
"Desarrollo de aplicaciones con Blazor",1
"Capacidad para trabajar bajo presión",0
"Programación en lenguaje Nix",1
"Conocimientos en ética empresarial",0
"Desarrollo de aplicaciones con Razor Pages",1
"Habilidades en gestión del cambio",0
"Programación en lenguaje Koka",1
"Experiencia en gestión de inventarios",0
"Desarrollo de aplicaciones con ASP.NET MVC",1
"Capacidad para colaborar efectivamente",0
"Programación en lenguaje Pharo",1
"Habilidades en liderazgo de equipos",0
"Desarrollo de aplicaciones con Uno Platform",1
"Conocimientos en políticas públicas",0
"Programación en lenguaje Gosu",1
"Experiencia en gestión de calidad total",0
"Desarrollo de aplicaciones con Avalonia",1
"Capacidad para resolver conflictos",0
"Programación en lenguaje Ceylon",1
"Habilidades en gestión de crisis",0
"Desarrollo de aplicaciones con WinUI",1
"Conocimientos en economía internacional",0
"Programación en lenguaje Turing",1
"Experiencia en gestión de proyectos culturales",0
"Desarrollo de aplicaciones con MAUI",1
"Capacidad para tomar decisiones informadas",0
"Programación en lenguaje Curry",1
"Habilidades en pensamiento estratégico",0
"Desarrollo de aplicaciones con Xamarin.Forms",1
"Conocimientos en derecho internacional",0
"Programación en lenguaje ATS2",1
"Experiencia en gestión de cadenas de suministro",0
"Desarrollo de aplicaciones con Uno UI",1
"Capacidad para manejar información sensible",0
"Programación en lenguaje Pony",1
"Habilidades en comunicación intercultural",0
"Programación en lenguaje Squirrel",1
"Desarrollo de aplicaciones con Slim Framework",1
"Implementación de sistemas de control de versiones con Mercurial",1
"Análisis de datos con Apache Pig",1
"Programación en lenguaje Eiffel",1
"Implementación de sistemas de seguridad perimetral",1
"Desarrollo de aplicaciones con ClojureScript",1
"Análisis de datos con MATLAB",1
"Implementación de sistemas de inteligencia de negocios con Pentaho",1
"Programación en lenguaje Smalltalk",1
"Implementación de sistemas de telefonía IP con Asterisk",1
"Análisis de datos con KNIME",1
"Implementación de sistemas de gestión documental",1
"Desarrollo de aplicaciones con Symfony",1
"Desarrollo de aplicaciones con Groovy",1
"Implementación de sistemas de correo electrónico con Postfix",1
"Análisis de datos con RapidMiner",1
"Implementación de sistemas de autenticación con OAuth",1
"Análisis de datos con IBM SPSS",1
"Desarrollo de aplicaciones con Meteor.js",1
"Implementación de sistemas de almacenamiento con SAN",1
"Análisis de datos con Splunk",1
"Implementación de sistemas de virtualización con VMware",1
"Programación en lenguaje LISP",1
"Implementación de sistemas de seguridad con Firewall",1
"Análisis de datos con D3.js",1
"Desarrollo de aplicaciones con Zend Framework",1
"Implementación de sistemas de backup con Bacula",1
"Análisis de datos con Alteryx",1
"Desarrollo de aplicaciones con CodeIgniter",1
"Programación en lenguaje Prolog",1
"Implementación de sistemas de telefonía VoIP",1
"Desarrollo de aplicaciones con PyQt",1
"Implementación de sistemas de integración continua con Bamboo",1
"Análisis de datos con Orange",1
"Programación en lenguaje Pascal",1
"Implementación de sistemas de almacenamiento en la nube",1
"Desarrollo de aplicaciones con OpenGL",1
"Análisis de datos con Pentaho",1
"Programación en lenguaje LabVIEW",1
"Implementación de sistemas de seguridad con Snort",1
"Desarrollo de aplicaciones con Unreal Engine",1
"Análisis de datos con QlikView",1
"Implementación de sistemas de monitoreo con Nagios",1
"Desarrollo de aplicaciones con SFML",1
"Análisis de datos con ELK Stack",1
"Implementación de sistemas de virtualización con KVM",1
"Programación en lenguaje ActionScript",1
"Implementación de sistemas de carga balanceada",1
"Análisis de datos con BIRT",1
"Desarrollo de aplicaciones con PyGame",1
"Programación en lenguaje XSLT",1
"Implementación de sistemas de seguridad con IDS/IPS",1
"Desarrollo de aplicaciones con PyGTK",1
"Análisis de datos con ggplot2",1
"Programación en lenguaje XQuery",1
"Implementación de sistemas de orquestación con Mesos",1
"Desarrollo de aplicaciones con Cocos2d",1
"Análisis de datos con TIBCO Spotfire",1
"Implementación de sistemas de alta disponibilidad",1
"Programación en lenguaje Scratch",1
"Desarrollo de aplicaciones con Babylon.js",1
"Análisis de datos con Microsoft Power BI",1
"Implementación de sistemas de escritorio remoto",1
"Desarrollo de aplicaciones con SDL",1
"Programación en lenguaje OpenEdge ABL",1
"Implementación de sistemas de gestión de contenido con Drupal",1
"Análisis de datos con GraphQL",1
"Desarrollo de aplicaciones con Phaser",1
"Programación en lenguaje RPG",1
"Implementación de sistemas de gestión de relaciones con CRM",1
"Análisis de datos con Apache Drill",1
"Desarrollo de aplicaciones con Panda3D",1
"Implementación de sistemas de procesamiento de eventos complejos",1
"Programación en lenguaje VBA",1
"Análisis de datos con Talend",1
"Desarrollo de aplicaciones con Allegro",1
"Implementación de sistemas de gestión de flotas",1
"Programación en lenguaje PL/SQL",1
"Análisis de datos con Apache Cassandra",1
"Desarrollo de aplicaciones con OGRE 3D",1
"Implementación de sistemas de inteligencia artificial con Prolog",1
"Programación en lenguaje ABAP",1
"Análisis de datos con Gephi",1
"Desarrollo de aplicaciones con MonoGame",1
"Implementación de sistemas de reconocimiento óptico de caracteres",1
"Programación en lenguaje OpenCL",1
"Análisis de datos con Stata",1
"Desarrollo de aplicaciones con Corona SDK",1
"Implementación de sistemas de impresión 3D",1
"Programación en lenguaje Pure Data",1
"Análisis de datos con H2O.ai",1
"Desarrollo de aplicaciones con Processing",1
"Implementación de sistemas de modelado 3D",1
"Programación en lenguaje Q#",1
"Análisis de datos con WEKA",1
"Desarrollo de aplicaciones con Three.js",1
"Implementación de sistemas de automatización de marketing",1
"Programación en lenguaje VHDL",1
"Análisis de datos con Minitab",1
"Desarrollo de aplicaciones con jMonkeyEngine",1
"Implementación de sistemas de gestión energética",1
"Programación en lenguaje Verilog",1
"Análisis de datos con Azure ML Studio",1
"Desarrollo de aplicaciones con Godot Engine",1
"Implementación de sistemas de logística inversa",1
"Programación en lenguaje Xojo",1
"Análisis de datos con IBM Watson Analytics",1
"Desarrollo de aplicaciones con Apache Flex",1
"Implementación de sistemas de gestión de activos",1
"Programación en lenguaje Haxe",1
"Análisis de datos con KNIME Analytics Platform",1
"Desarrollo de aplicaciones con LibGDX",1
"Implementación de sistemas de gestión de recursos humanos",1
"Programación en lenguaje AutoLISP",1
"Análisis de datos con SAP BusinessObjects",1
"Desarrollo de aplicaciones con Qt Creator",1
"Implementación de sistemas de gestión de calidad",1
"Programación en lenguaje Emacs Lisp",1
"Análisis de datos con RapidMiner Studio",1
"Desarrollo de aplicaciones con Oracle ADF",1
"Implementación de sistemas de gestión de inventarios",1
"Programación en lenguaje PicoLisp",1
"Análisis de datos con Dataiku",1
"Desarrollo de aplicaciones con Apache Cordova",1
"Implementación de sistemas de gestión de cadena de suministro",1
"Programación en lenguaje Magik",1
"Análisis de datos con Google Data Studio",1
"Habilidades de comunicación intercultural",0
"Capacidad para gestionar proyectos sociales",0
"Trabajo en equipo colaborativo",0
"Excelentes habilidades de negociación",0
"Capacidad para resolver conflictos laborales",0
"Adaptabilidad a entornos cambiantes",0
"Habilidades de liderazgo efectivo",0
"Orientación al cliente y servicio",0
"Capacidad de análisis crítico",0
"Trabajo bajo presión y con plazos ajustados",0
"Habilidades de pensamiento creativo",0
"Experiencia en ventas y atención al cliente",0
"Capacidad para tomar decisiones estratégicas",0
"Excelente manejo del estrés",0
"Habilidades de organización y planificación",0
"Capacidad para aprender rápidamente",0
"Habilidades de presentación y oratoria",0
"Orientación a resultados",0
"Habilidades en gestión del tiempo",0
"Empatía y escucha activa",0
"Habilidades interpersonales sólidas",0
"Compromiso con el aprendizaje continuo",0
"Capacidad para motivar al equipo",0
"Habilidades de mentoría y coaching",0
"Excelentes habilidades de redacción",0
"Capacidad para gestionar múltiples proyectos",0
"Habilidades de investigación y análisis",0
"Capacidad para establecer relaciones sólidas",0
"Trabajo con plazos estrictos",0
"Habilidades de toma de decisiones",0
"Compromiso con la calidad",0
"Habilidades de gestión de equipos",0
"Trabajo en entornos remotos",0
"Habilidades de comunicación escrita",0
"Capacidad para manejar información confidencial",0
"Habilidades de escucha activa",0
"Trabajo en entornos de rápida evolución",0
"Capacidad para gestionar el cambio",0
"Habilidades de pensamiento analítico",0
"Compromiso con los objetivos organizacionales",0
"Habilidades de adaptación cultural",0
"Habilidades de negociación efectiva",0
"Capacidad para inspirar y motivar",0
"Trabajo con altos niveles de autonomía",0
"Habilidades de pensamiento sistémico",0
"Capacidad para aprender nuevas habilidades",0
"Habilidades de colaboración",0
"Compromiso con la diversidad e inclusión",0
"Capacidad para pensar de manera innovadora",0
"Habilidades de resolución de conflictos",0
"Trabajo en ambientes ágiles",0
"Habilidades de liderazgo transformacional",0
"Habilidades de servicio al cliente",0
"Orientación al logro",0
"Habilidades en gestión de stakeholders",0
"Compromiso con la mejora continua",0
"Habilidades de networking",0
"Trabajo en entornos de incertidumbre",0
"Habilidades de análisis de problemas",0
"Capacidad para liderar equipos remotos",0
"Capacidad para manejar múltiples tareas simultáneamente",0
"Habilidades de comunicación asertiva",0
"Orientación al detalle",0
"Capacidad para trabajar en entornos ambiguos",0
"Habilidades en manejo del estrés",0
"Compromiso con la ética profesional",0
"Habilidades de pensamiento lateral",0
"Capacidad para fomentar la innovación",0
"Habilidades en gestión de recursos",0
"Trabajo en proyectos interdisciplinarios",0
"Capacidad para adaptarse a diferentes culturas",0
"Habilidades de gestión del conocimiento",0
"Capacidad para establecer metas claras",0
"Habilidades de influencia y persuasión",0
"Trabajo con enfoque en soluciones",0
"Capacidad para desarrollar relaciones estratégicas",0
"Habilidades en inteligencia emocional",0
"Compromiso con la responsabilidad social",0
"Habilidades en gestión de la diversidad",0
"Capacidad para facilitar reuniones efectivas",0
"Habilidades de pensamiento prospectivo",0
"Trabajo en entornos regulados",0
"Capacidad para liderar el cambio organizacional",0
"Habilidades en gestión de expectativas",0
"Orientación a la satisfacción del cliente",0
"Capacidad para generar confianza",0
"Habilidades en resolución creativa de problemas",0
"Trabajo con enfoque en la calidad",0
"Capacidad para manejar la ambigüedad",0
"Habilidades de pensamiento global",0
"Compromiso con la transparencia",0
"Capacidad para fomentar el trabajo en equipo",0
"Gobierno", 0